contractor_id,date
87,2019-02-27
87,2019-02-28
87,2019-03-01
87,2019-03-04
87,2019-03-05
87,2019-03-06
87,2019-03-07
87,2019-03-08
87,2019-03-15
87,2019-03-25
87,2019-03-26
87,2019-03-27
87,2019-03-28
87,2019-03-29
87,2019-04-03
87,2019-04-04
87,2019-04-05
87,2019-04-09
87,2019-04-10
87,2019-04-11
87,2019-04-12
87,2019-04-19
87,2019-04-22
87,2019-04-23
87,2019-04-24
87,2019-04-25
87,2019-04-26
87,2019-04-29
87,2019-04-30
87,2019-05-01
87,2019-05-02
87,2019-05-03
87,2019-05-04
87,2019-05-05
87,2019-05-06
87,2019-05-07
87,2019-05-08
87,2019-05-09
87,2019-05-10
87,2019-05-11
87,2019-06-03
87,2019-06-04
87,2019-06-05
87,2019-06-06
87,2019-06-07
87,2019-06-13
87,2019-06-14
87,2019-06-17
87,2019-06-18
87,2019-06-19
87,2019-06-20
87,2019-06-21
87,2019-06-27
87,2019-06-28
87,2019-06-29
87,2019-07-16
87,2019-07-17
87,2019-07-18
87,2019-07-19
87,2019-07-22
87,2019-07-23
87,2019-07-24
87,2019-07-25
87,2019-07-26
87,2019-07-27
87,2019-08-01
87,2019-08-02
87,2019-08-03
272,2019-03-19
272,2019-03-21
272,2019-04-02
272,2019-04-09
272,2019-04-11
272,2019-04-30
272,2019-05-14
272,2019-05-16
272,2019-05-28
272,2019-05-30
272,2019-06-04
272,2019-06-13
272,2019-06-20
272,2019-07-30
62,2019-02-15
62,2019-02-16
62,2019-02-22
62,2019-02-23
62,2019-03-01
62,2019-04-02
62,2019-04-03
62,2019-04-04
62,2019-04-05
62,2019-04-06
62,2019-04-08
62,2019-04-09
62,2019-04-10
62,2019-04-11
62,2019-04-12
62,2019-04-15
62,2019-04-16
62,2019-04-17
62,2019-04-18
62,2019-04-19
62,2019-04-29
62,2019-04-30
62,2019-05-01
62,2019-05-02
62,2019-05-03
62,2019-05-10
62,2019-05-17
62,2019-05-31
62,2019-06-07
62,2019-06-14
62,2019-06-21
62,2019-06-28
62,2019-07-19
62,2019-07-26
62,2019-08-02
345,2019-03-19
345,2019-03-20
345,2019-03-21
345,2019-03-25
345,2019-03-26
345,2019-03-27
345,2019-03-28
50,2019-02-15
50,2019-02-22
50,2019-05-01
50,2019-05-03
50,2019-06-05
50,2019-06-12
50,2019-06-19
50,2019-06-21
50,2019-06-26
50,2019-06-28
285,2019-02-22
285,2019-03-01
285,2019-03-08
285,2019-03-14
285,2019-03-21
285,2019-03-25
285,2019-04-10
285,2019-04-17
285,2019-05-08
285,2019-05-15
285,2019-05-22
285,2019-06-12
285,2019-06-19
395,2019-02-18
395,2019-02-19
395,2019-02-21
395,2019-02-25
395,2019-02-26
395,2019-02-28
395,2019-03-04
395,2019-03-05
395,2019-03-07
395,2019-03-11
395,2019-03-12
395,2019-03-14
395,2019-04-12
395,2019-04-26
395,2019-05-01
395,2019-05-08
395,2019-05-10
395,2019-05-15
395,2019-05-22
395,2019-05-24
395,2019-05-29
395,2019-05-30
395,2019-06-05
395,2019-06-06
395,2019-06-07
395,2019-06-12
395,2019-06-13
395,2019-06-14
395,2019-06-19
395,2019-06-20
395,2019-06-21
395,2019-06-26
395,2019-06-27
395,2019-06-28
395,2019-07-03
395,2019-07-04
395,2019-07-05
395,2019-07-10
395,2019-07-11
395,2019-07-12
395,2019-07-17
395,2019-07-18
395,2019-07-19
395,2019-07-24
395,2019-07-25
395,2019-07-26
395,2019-07-31
487,2019-02-19
487,2019-02-20
487,2019-02-21
487,2019-02-26
487,2019-02-27
487,2019-02-28
487,2019-03-05
487,2019-03-06
487,2019-03-07
487,2019-03-12
487,2019-03-13
487,2019-03-14
487,2019-03-19
487,2019-03-20
487,2019-03-21
487,2019-04-02
487,2019-04-03
487,2019-04-04
487,2019-04-16
487,2019-04-17
487,2019-04-23
487,2019-04-24
487,2019-05-07
487,2019-05-08
487,2019-05-24
487,2019-05-28
487,2019-06-11
487,2019-06-12
487,2019-06-18
487,2019-06-19
487,2019-06-25
487,2019-06-26
150,2019-02-22
150,2019-03-08
150,2019-03-26
150,2019-04-12
150,2019-04-26
150,2019-05-03
150,2019-05-31
464,2019-03-01
464,2019-03-08
464,2019-03-09
464,2019-03-15
464,2019-03-16
464,2019-03-22
464,2019-03-23
464,2019-03-29
464,2019-03-30
464,2019-04-06
464,2019-04-27
424,2019-02-20
424,2019-02-27
424,2019-03-06
424,2019-03-13
424,2019-03-15
424,2019-03-29
424,2019-04-03
424,2019-04-10
424,2019-04-12
424,2019-04-17
424,2019-04-19
424,2019-04-24
424,2019-05-03
424,2019-05-08
424,2019-05-22
424,2019-06-12
424,2019-06-14
424,2019-06-19
424,2019-06-21
424,2019-06-26
424,2019-06-28
424,2019-07-22
424,2019-07-23
424,2019-07-24
424,2019-07-25
424,2019-07-26
424,2019-07-27
424,2019-07-29
424,2019-07-30
424,2019-07-31
424,2019-08-01
424,2019-08-02
424,2019-08-03
351,2019-03-06
351,2019-03-08
351,2019-03-09
351,2019-03-13
351,2019-03-16
351,2019-03-20
351,2019-03-22
351,2019-03-23
351,2019-03-30
351,2019-04-10
351,2019-04-13
351,2019-04-17
351,2019-04-20
351,2019-04-24
351,2019-04-27
351,2019-05-01
351,2019-05-04
462,2019-03-01
462,2019-03-04
462,2019-03-05
462,2019-03-06
462,2019-03-07
462,2019-03-08
462,2019-03-11
462,2019-03-12
462,2019-03-13
462,2019-03-14
462,2019-03-15
462,2019-03-18
462,2019-03-19
462,2019-03-20
462,2019-03-21
462,2019-03-22
462,2019-03-25
462,2019-03-26
462,2019-03-27
462,2019-03-28
462,2019-03-29
462,2019-04-01
462,2019-04-02
462,2019-04-03
462,2019-04-04
462,2019-04-05
462,2019-04-08
462,2019-04-09
462,2019-04-10
462,2019-04-11
462,2019-04-12
462,2019-04-15
462,2019-04-16
462,2019-04-17
462,2019-04-18
462,2019-04-19
462,2019-04-22
462,2019-04-23
462,2019-04-24
462,2019-04-25
462,2019-04-26
462,2019-04-29
462,2019-04-30
462,2019-05-01
462,2019-05-02
462,2019-05-03
462,2019-05-06
462,2019-05-07
462,2019-05-08
462,2019-05-09
462,2019-05-10
462,2019-05-13
462,2019-05-14
462,2019-05-15
462,2019-05-16
462,2019-05-17
462,2019-05-20
462,2019-05-21
462,2019-05-22
462,2019-05-23
462,2019-05-24
462,2019-05-27
462,2019-05-28
462,2019-05-29
462,2019-05-30
462,2019-05-31
252,2019-02-20
252,2019-02-22
252,2019-03-11
252,2019-03-13
252,2019-03-15
252,2019-05-13
252,2019-05-15
252,2019-05-20
252,2019-05-27
252,2019-05-29
257,2019-02-22
257,2019-03-01
257,2019-03-15
257,2019-03-22
257,2019-03-29
257,2019-04-05
257,2019-04-19
257,2019-04-26
257,2019-05-03
257,2019-05-17
257,2019-05-24
257,2019-05-31
257,2019-06-07
318,2019-02-27
318,2019-03-05
318,2019-03-06
318,2019-03-07
318,2019-03-11
318,2019-03-12
318,2019-03-13
318,2019-03-14
318,2019-03-27
438,2019-02-20
438,2019-02-21
438,2019-02-23
438,2019-02-26
438,2019-02-28
438,2019-03-06
438,2019-03-07
438,2019-03-08
438,2019-03-09
438,2019-03-13
438,2019-03-14
438,2019-03-15
438,2019-03-16
438,2019-04-08
438,2019-04-10
438,2019-04-12
438,2019-04-13
438,2019-04-15
438,2019-04-17
438,2019-04-19
438,2019-04-20
438,2019-04-22
438,2019-04-26
438,2019-04-27
438,2019-04-29
438,2019-05-01
438,2019-05-03
438,2019-05-04
438,2019-05-06
438,2019-05-08
438,2019-05-10
438,2019-05-11
438,2019-05-13
438,2019-05-15
438,2019-05-17
438,2019-05-18
438,2019-05-20
438,2019-05-22
438,2019-05-24
438,2019-05-25
438,2019-05-27
438,2019-05-29
438,2019-05-31
186,2019-02-23
186,2019-03-02
186,2019-03-09
186,2019-03-16
186,2019-03-23
186,2019-03-30
186,2019-04-06
186,2019-04-13
186,2019-04-20
186,2019-04-27
186,2019-05-04
186,2019-05-11
186,2019-05-18
186,2019-05-25
129,2019-02-25
129,2019-02-26
129,2019-02-28
129,2019-03-05
129,2019-03-06
129,2019-03-07
129,2019-03-18
129,2019-03-19
129,2019-03-20
129,2019-03-21
129,2019-04-01
129,2019-04-02
129,2019-04-03
129,2019-04-04
129,2019-04-08
129,2019-04-09
129,2019-04-10
129,2019-04-11
129,2019-04-15
129,2019-04-16
129,2019-04-17
129,2019-04-18
129,2019-04-23
129,2019-04-24
129,2019-04-25
129,2019-05-08
129,2019-05-22
129,2019-05-23
129,2019-05-29
129,2019-05-30
129,2019-06-06
213,2019-03-02
213,2019-03-16
213,2019-03-23
213,2019-03-30
213,2019-04-06
213,2019-04-13
213,2019-04-20
213,2019-04-27
213,2019-05-04
213,2019-05-11
213,2019-05-18
213,2019-05-25
213,2019-06-01
213,2019-06-08
213,2019-06-19
213,2019-06-20
213,2019-07-01
213,2019-07-02
213,2019-07-06
213,2019-07-16
213,2019-07-27
213,2019-08-03
416,2019-02-24
416,2019-02-25
416,2019-02-26
416,2019-02-27
416,2019-02-28
416,2019-03-01
416,2019-03-02
416,2019-03-03
416,2019-03-04
416,2019-03-05
416,2019-03-06
416,2019-03-07
416,2019-03-08
416,2019-03-09
416,2019-03-10
416,2019-03-11
416,2019-03-12
416,2019-03-13
416,2019-03-14
416,2019-03-15
416,2019-03-16
241,2019-02-20
48,2019-02-22
48,2019-02-25
48,2019-02-26
48,2019-02-27
48,2019-02-28
48,2019-03-01
48,2019-03-08
48,2019-03-15
48,2019-03-22
48,2019-03-23
48,2019-03-29
48,2019-03-30
48,2019-06-14
48,2019-06-21
194,2019-03-19
194,2019-03-20
194,2019-03-21
194,2019-03-26
194,2019-03-27
194,2019-03-28
194,2019-04-08
194,2019-04-12
194,2019-04-15
172,2019-04-01
172,2019-04-05
172,2019-04-08
172,2019-04-12
172,2019-04-19
172,2019-04-22
172,2019-04-26
172,2019-04-29
172,2019-05-03
172,2019-05-10
172,2019-05-17
172,2019-05-24
172,2019-06-03
172,2019-06-07
172,2019-06-10
172,2019-06-14
172,2019-06-17
172,2019-06-21
172,2019-06-24
172,2019-06-28
127,2019-03-09
127,2019-03-23
127,2019-04-06
127,2019-04-20
127,2019-05-04
127,2019-05-24
127,2019-05-31
425,2019-03-02
425,2019-03-09
425,2019-03-16
425,2019-03-23
425,2019-03-30
205,2019-03-23
205,2019-03-30
443,2019-02-26
443,2019-02-28
443,2019-03-04
443,2019-03-05
443,2019-03-06
443,2019-03-07
443,2019-03-08
443,2019-03-11
443,2019-03-12
443,2019-03-13
443,2019-03-14
443,2019-03-15
443,2019-03-18
443,2019-03-19
443,2019-03-20
443,2019-03-21
443,2019-03-22
443,2019-03-25
443,2019-03-26
443,2019-03-27
443,2019-03-28
443,2019-03-29
443,2019-04-10
443,2019-04-11
443,2019-04-12
443,2019-04-13
443,2019-04-14
443,2019-04-15
443,2019-04-16
443,2019-04-17
443,2019-04-18
443,2019-04-19
443,2019-04-20
443,2019-04-25
443,2019-04-26
443,2019-04-27
443,2019-04-29
443,2019-04-30
443,2019-05-01
443,2019-05-02
443,2019-05-03
443,2019-05-04
443,2019-05-05
443,2019-05-06
443,2019-05-07
443,2019-05-08
443,2019-05-09
443,2019-05-10
443,2019-05-11
443,2019-05-13
443,2019-05-14
443,2019-05-15
443,2019-05-16
443,2019-05-17
443,2019-05-18
443,2019-05-19
443,2019-05-20
443,2019-05-21
443,2019-05-22
443,2019-05-23
443,2019-05-24
443,2019-05-25
443,2019-05-30
443,2019-05-31
443,2019-06-01
443,2019-06-02
443,2019-06-03
443,2019-06-04
443,2019-06-05
443,2019-06-06
443,2019-06-07
443,2019-06-08
443,2019-06-12
443,2019-06-13
443,2019-06-14
443,2019-06-15
443,2019-06-21
443,2019-06-22
443,2019-06-23
443,2019-06-24
443,2019-06-25
443,2019-06-26
443,2019-06-27
443,2019-06-28
443,2019-06-29
443,2019-06-30
443,2019-07-01
443,2019-07-02
443,2019-07-03
443,2019-07-04
443,2019-07-05
443,2019-07-06
443,2019-07-09
443,2019-07-10
443,2019-07-11
443,2019-07-12
443,2019-07-13
443,2019-07-15
443,2019-07-16
443,2019-07-17
443,2019-07-18
443,2019-07-19
443,2019-07-20
443,2019-07-23
443,2019-07-24
443,2019-07-25
443,2019-07-26
443,2019-07-27
443,2019-07-29
443,2019-07-30
443,2019-07-31
443,2019-08-01
443,2019-08-02
443,2019-08-03
495,2019-03-04
495,2019-03-11
495,2019-03-18
495,2019-03-25
495,2019-04-01
495,2019-04-08
495,2019-04-15
495,2019-04-22
495,2019-05-06
495,2019-05-13
495,2019-05-27
495,2019-06-03
495,2019-06-17
495,2019-07-01
495,2019-07-08
495,2019-07-22
495,2019-07-29
507,2019-03-04
507,2019-03-05
507,2019-03-06
507,2019-03-07
507,2019-03-08
507,2019-03-11
507,2019-03-12
507,2019-03-13
507,2019-03-14
507,2019-03-15
507,2019-03-18
507,2019-03-19
507,2019-03-20
507,2019-03-21
507,2019-03-22
507,2019-04-18
507,2019-04-22
507,2019-04-23
507,2019-04-24
507,2019-04-25
507,2019-05-06
507,2019-05-07
507,2019-05-08
507,2019-05-09
507,2019-05-17
507,2019-05-24
507,2019-05-31
507,2019-06-07
507,2019-06-14
507,2019-06-21
507,2019-06-28
507,2019-07-12
507,2019-07-19
507,2019-07-26
507,2019-08-02
76,2019-03-01
76,2019-03-04
76,2019-03-05
76,2019-03-06
76,2019-03-07
76,2019-03-08
76,2019-03-11
76,2019-03-12
76,2019-03-18
76,2019-03-19
76,2019-05-23
76,2019-05-24
76,2019-05-25
76,2019-05-26
76,2019-05-27
76,2019-05-28
76,2019-05-29
76,2019-05-30
76,2019-05-31
500,2019-03-06
500,2019-03-13
500,2019-03-15
500,2019-03-20
500,2019-03-23
500,2019-03-27
500,2019-03-30
500,2019-04-10
500,2019-04-12
500,2019-04-17
500,2019-04-24
500,2019-04-26
435,2019-03-28
435,2019-04-01
435,2019-04-04
435,2019-04-18
435,2019-04-25
435,2019-05-09
435,2019-05-16
435,2019-05-23
435,2019-05-30
461,2019-03-25
461,2019-04-01
461,2019-04-04
461,2019-04-11
461,2019-04-18
461,2019-05-02
461,2019-05-06
461,2019-05-09
461,2019-05-13
461,2019-05-20
461,2019-05-23
461,2019-05-27
461,2019-05-30
461,2019-06-03
461,2019-06-06
461,2019-06-10
461,2019-06-13
461,2019-06-17
461,2019-06-20
461,2019-06-24
461,2019-06-27
461,2019-07-08
461,2019-07-11
461,2019-07-15
461,2019-07-18
461,2019-07-22
461,2019-07-25
461,2019-07-29
482,2019-03-14
482,2019-03-15
482,2019-03-27
482,2019-03-28
482,2019-03-29
482,2019-04-24
482,2019-04-25
482,2019-04-26
147,2019-05-01
147,2019-05-22
402,2019-03-27
402,2019-04-03
402,2019-04-10
402,2019-04-17
402,2019-04-24
402,2019-05-01
402,2019-05-08
402,2019-05-15
402,2019-05-22
402,2019-05-29
402,2019-06-05
402,2019-06-12
402,2019-06-19
402,2019-06-25
402,2019-07-24
402,2019-07-31
402,2019-08-07
402,2019-08-28
424,2019-08-04
424,2019-08-05
424,2019-08-06
424,2019-08-07
424,2019-08-08
424,2019-08-09
424,2019-08-10
424,2019-08-11
424,2019-08-12
